-1, 51.000000, 0.307255, 0.307888, 1.052480, 0.001630, 2.211737, 1.118224, 0.005961, 19.564867, 0.453720, 0.889784, 0.177175, 0.022470, 0.000032, 0.000441, 4.027866, 2.289647
-1, 95.000000, 0.823230, 0.860588, 2.711547, 2.064457, 1.210419, 3.907171, 0.019124, 8.113689, 0.308480, 0.963254, 1.235889, 12.722263, 0.021731, 0.133919, 5.750458, 1.744477
-1, 26.000000, 0.187591, 0.191446, 0.599799, 0.040097, 0.276712, 0.801643, 0.017276, 14.506186, 0.533163, 0.952680, 0.057857, 0.141828, 0.001542, 0.005455, 4.853232, 1.744477
-1, 11.000000, 0.177767, 0.177798, 0.561526, 0.002688, 0.507911, 0.611465, 0.008913, 6.331050, 0.470252, 0.972631, 0.057481, 0.015519, 0.000244, 0.001411, 12.417726, 1.670291
-1, 16.000000, 0.248874, 0.249147, 0.874714, 0.166122, 0.281068, 1.088410, 0.029089, 8.005727, 0.709149, 0.875143, 0.120223, 0.190534, 0.010383, 0.011908, 11.673352, 1.670291
-1, 11.000000, 0.141344, 0.142606, 0.422793, 0.001558, 0.231051, 0.545658, 0.014364, 7.055829, 0.460708, 0.946236, 0.035617, 0.069576, 0.000142, 0.006325, 9.462914, 2.336571
-1, 54.000000, 0.862884, 0.862938, 2.910657, 1.967665, 1.616979, 3.915673, 0.024818, 8.188040, 0.682597, 0.766658, 1.313853, 1.136179, 0.036438, 0.021040, 12.118454, 2.694865
-1, 3.000000, 0.032157, 0.032308, 0.074971, 0.000000, 0.044741, 0.085030, 0.008413, 7.450364, 0.993315, 0.987706, 0.001393, 0.002195, 0.000000, 0.000732, 8.131948, 2.414725
-1, 3.000000, 0.129180, 0.133632, 0.310829, 0.000000, 0.316324, 0.320921, 0.045581, 1.053771, 0.513597, 0.988802, 0.024377, 0.002555, 0.000000, 0.000852, 9.808897, 2.414725
-1, 22.000000, 0.135234, 0.146197, 0.392912, 0.007218, 0.188734, 0.629871, 0.036436, 24.891541, 0.682271, 0.941814, 0.047621, 0.076883, 0.000328, 0.003495, 3.332193, 0.855991
-1, 35.000000, 0.117757, 0.118380, 0.404187, 0.120069, 0.117808, 0.571671, 0.007717, 42.201565, 0.814781, 0.994120, 0.024764, 0.022268, 0.003431, 0.000636, 2.619628, 0.855991
-1, 22.000000, 0.181644, 0.185348, 0.471890, 0.032399, 0.230984, 0.937393, 0.071872, 12.421925, 0.396121, 0.987405, 0.084182, 0.406641, 0.001473, 0.018484, 3.545449, 1.419731
-1, 37.000000, 0.102093, 0.106401, 0.323255, 0.003548, 0.145232, 0.540405, 0.027047, 69.996101, 0.934532, 0.988628, 0.028294, 0.084844, 0.000096, 0.002293, 1.405121, 1.777825
-1, 7.000000, 0.132382, 0.132873, 0.394142, 0.012567, 0.179896, 0.420109, 0.008607, 4.905274, 0.506824, 0.917748, 0.029952, 0.001548, 0.001795, 0.000221, 14.761152, 11.684328
-1, 60.000000, 0.342801, 0.344627, 1.193131, 0.001830, 2.046114, 1.284709, 0.005889, 18.829762, 0.431208, 0.851030, 0.222155, 0.047171, 0.000030, 0.000786, 3.961372, 2.368166
-1, 92.000000, 0.809953, 0.852944, 2.634049, 2.353225, 1.169380, 3.870892, 0.022045, 9.449397, 0.369926, 0.925480, 1.164784, 11.934084, 0.025579, 0.129718, 5.738892, 1.783490
-1, 28.000000, 0.198005, 0.200228, 0.630016, 0.224065, 0.203640, 0.795184, 0.012401, 17.509945, 0.529508, 0.953894, 0.066368, 0.050589, 0.008002, 0.001807, 4.719811, 1.783490
-1, 10.000000, 0.170497, 0.170840, 0.559737, 0.002673, 0.587007, 0.590519, 0.019563, 6.142698, 0.493906, 0.973176, 0.057214, 0.008530, 0.000267, 0.000853, 12.424606, 1.627687
-1, 17.000000, 0.259907, 0.260262, 0.889692, 0.066696, 0.434620, 1.095435, 0.024237, 6.296290, 0.524292, 0.862834, 0.126123, 0.373887, 0.003923, 0.021993, 11.689979, 1.627687
-1, 10.000000, 0.129502, 0.132949, 0.392262, 0.000478, 0.248583, 0.451771, 0.013539, 3.750240, 0.251760, 0.957786, 0.030282, 0.031905, 0.000048, 0.003191, 9.468554, 2.361591
-1, 55.000000, 0.878630, 0.878759, 2.964762, 1.248965, 2.077542, 3.926190, 0.028265, 8.466216, 0.692027, 0.744070, 1.362011, 1.396667, 0.022708, 0.025394, 12.126892, 2.693897
-1, 7.000000, 0.126375, 0.129604, 0.391408, 0.020936, 0.144855, 0.404992, 0.038188, 4.404976, 0.376491, 0.932582, 0.036309, 0.015724, 0.002991, 0.002246, 9.841798, 6.238454
-1, 24.000000, 0.151033, 0.170338, 0.406257, 0.016837, 0.189307, 0.675962, 0.022239, 33.678452, 0.970248, 0.911307, 0.038793, 0.054525, 0.000702, 0.002272, 3.388358, 0.857818
-1, 5.000000, 0.098945, 0.100448, 0.277043, 0.002236, 0.173282, 0.285922, 0.007708, 3.787086, 0.471180, 0.958854, 0.016132, 0.002461, 0.000447, 0.000492, 15.341308, 6.460203
-1, 34.000000, 0.117445, 0.117559, 0.404575, 0.042914, 0.170995, 0.555856, 0.008140, 39.488586, 0.786796, 0.994757, 0.025037, 0.022724, 0.001262, 0.000668, 2.685446, 0.857818
