-1, 19.000000, 0.146413, 0.150768, 0.408393, 0.053623, 0.147194, 0.785105, 0.025286, 22.755383, 1.328168, 0.969523, 0.029979, 0.036774, 0.002822, 0.001935, 2.927754, 1.057424
-1, 46.000000, 0.695858, 0.739570, 2.278573, 2.087543, 1.008901, 3.668445, 0.091250, 14.505611, 0.683607, 0.948856, 1.665544, 2.067088, 0.045381, 0.044937, 3.766369, 1.057424
-1, 3.000000, 0.038587, 0.038935, 0.091311, 0.000000, 0.060521, 0.100257, 0.006103, 5.507751, 0.854695, 0.989585, 0.002057, 0.000283, 0.000000, 0.000094, 6.199242, 2.545465
-1, 69.000000, 0.398628, 0.404351, 1.557883, 1.081012, 0.548823, 2.812928, 0.040663, 23.209805, 0.813053, 0.920812, 0.332465, 0.607125, 0.015667, 0.008799, 3.963864, 1.632840
-1, 6.000000, 0.208511, 0.221087, 0.634856, 0.005415, 0.500359, 0.650352, 0.165302, 3.149292, 0.309974, 0.968948, 0.153119, 0.004328, 0.000903, 0.000721, 8.101672, 4.549658
-1, 4.000000, 0.105736, 0.105748, 0.282439, 0.000006, 0.474965, 0.286279, 0.002712, 1.045405, 0.198702, 0.921788, 0.018201, 0.044195, 0.000001, 0.011049, 21.326996, 5.490771
-1, 6.000000, 0.147813, 0.149493, 0.428099, 0.000795, 0.325385, 0.465068, 0.019514, 2.584742, 0.362370, 0.938525, 0.038445, 0.046169, 0.000133, 0.007695, 19.061304, 2.729439
-1, 5.000000, 0.162460, 0.168828, 0.450036, 0.000141, 0.572138, 0.462141, 0.044517, 1.429502, 0.258887, 0.901921, 0.046347, 0.028501, 0.000028, 0.005700, 17.166441, 2.678506
-1, 19.000000, 0.415323, 0.416225, 1.454026, 0.056201, 1.239216, 1.549608, 0.027854, 3.692877, 0.351133, 0.879814, 0.328535, 0.112979, 0.002958, 0.005946, 16.602356, 2.678506
-1, 152.000000, 1.160805, 1.162997, 4.163717, 0.791787, 6.609221, 5.542936, 0.028052, 16.180712, 0.555355, 0.834912, 2.638981, 2.151985, 0.005209, 0.014158, 5.223700, 5.009973
-1, 10.000000, 0.133772, 0.134892, 0.425711, 0.016010, 0.186165, 0.579260, 0.021210, 9.705467, 0.910474, 0.975196, 0.032733, 0.012269, 0.001601, 0.001227, 9.421772, 4.790117
-1, 6.000000, 0.306292, 0.308857, 0.921020, 0.006717, 1.215673, 0.930376, 0.113745, 0.900230, 0.234717, 0.982058, 0.210105, 0.002540, 0.001120, 0.000423, 13.509528, 4.790117
-1, 19.000000, 0.138877, 0.142114, 0.387929, 0.045391, 0.148766, 0.776261, 0.034691, 25.835564, 1.152737, 0.973206, 0.028124, 0.047402, 0.002389, 0.002495, 2.926400, 0.535590
1, 15.000000, 0.198885, 0.201642, 0.762878, 0.016661, 0.430938, 1.032129, 0.103619, 24.733892, 1.051850, 0.932242, 0.199148, 0.301259, 0.001111, 0.020084, 3.373092, 0.535590
-1, 33.000000, 0.694040, 0.715226, 2.356122, 0.017220, 7.820566, 2.519924, 0.078823, 7.726971, 0.396615, 0.885778, 1.307491, 0.041826, 0.000522, 0.001267, 3.967848, 0.798081
-1, 3.000000, 0.035935, 0.036371, 0.085456, 0.000000, 0.063884, 0.091283, 0.012370, 5.217863, 0.732655, 0.984941, 0.001834, 0.000164, 0.000000, 0.000055, 6.222908, 2.322728
-1, 77.000000, 0.410559, 0.415299, 1.551030, 1.246339, 0.541423, 2.831715, 0.025282, 25.519682, 0.887188, 0.916211, 0.320236, 0.632256, 0.016186, 0.008211, 3.969118, 1.518701
-1, 8.000000, 0.178384, 0.183713, 0.609993, 0.038077, 0.244189, 0.637000, 0.133502, 6.474102, 0.428445, 0.971327, 0.146861, 0.004567, 0.004760, 0.000571, 8.128326, 4.565898
-1, 3.000000, 0.076840, 0.077855, 0.186964, 0.000000, 0.242858, 0.190672, 0.002564, 1.372544, 0.395126, 0.941283, 0.008703, 0.003067, 0.000000, 0.001022, 21.318531, 5.527783
-1, 4.000000, 0.094571, 0.094598, 0.249645, 0.000335, 0.199249, 0.264549, 0.003983, 2.274035, 0.414861, 0.952152, 0.014196, 0.022750, 0.000084, 0.005688, 19.056023, 2.724051
-1, 4.000000, 0.112302, 0.113341, 0.300088, 0.000649, 0.245465, 0.317754, 0.039205, 2.746056, 0.491131, 0.937508, 0.022623, 0.021176, 0.000162, 0.005294, 17.155642, 2.651340
-1, 18.000000, 0.394289, 0.396151, 1.392264, 0.006479, 1.949248, 1.446730, 0.024846, 3.860432, 0.356798, 0.882484, 0.301599, 0.100497, 0.000360, 0.005583, 16.596310, 2.651340
-1, 156.000000, 1.173455, 1.176278, 4.200035, 1.412243, 5.354219, 5.842612, 0.028415, 15.875987, 0.592985, 0.838524, 2.654081, 2.904923, 0.009053, 0.018621, 5.231417, 5.015752
-1, 9.000000, 0.129005, 0.131169, 0.423892, 0.007856, 0.221207, 0.549733, 0.026680, 8.9
